game_id,data_type,mode,team_era,roster_reference,quarter_length_seconds,regulation_quarters,overtime_enabled,stamina_enabled,side_1_player_a,side_1_player_b,side_2_player_a,side_2_player_b,side_1_nba_team,side_2_nba_team,side_1_team_strength_assumed,side_2_team_strength_assumed,side_1_final_score,side_2_final_score,winner_side,side_1_wins,simulated_pre_game_p_side_1_win
SIM0256,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,,Brian,,2005-06 Miami Heat,2015-16 Cleveland Cavaliers,90,93,46,42,1,1,0.6441
SIM0257,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,,Jackson,,2016-17 Golden State Warriors,1995-96 Chicago Bulls,98,97,39,42,2,0,0.4207
SIM0258,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,,Dbart,,1976-77 Philadelphia 76ers,2006-07 Golden State Warriors,89,83,47,38,1,1,0.4783
SIM0259,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,,Max,,2000-01 Los Angeles Lakers,2009-10 Portland Trail Blazers,96,82,40,27,1,1,0.6978
SIM0260,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,,Ben,,2009-10 Portland Trail Blazers,2006-07 Golden State Warriors,82,83,31,42,2,0,0.2411
SIM0261,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,,Dbart,,2000-01 Los Angeles Lakers,2015-16 Golden State Warriors,96,95,37,48,2,0,0.4207
SIM0262,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,,Brian,,2011-12 New York Knicks,1993-94 Houston Rockets,82,92,51,39,1,1,0.6532
SIM0263,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Max,,Ryan,,2015-16 Golden State Warriors,2000-01 Los Angeles Lakers,95,96,34,38,2,0,0.6652
SIM0264,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,,Ben,,1986-87 Los Angeles Lakers,2013-14 San Antonio Spurs,96,94,44,40,1,1,0.4775
SIM0265,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,,Sam,,2010-11 Dallas Mavericks,2013-14 Indiana Pacers,91,88,50,40,1,1,0.666
SIM0266,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,,Dbart,,2018-19 Toronto Raptors,2011-12 Oklahoma City Thunder,93,91,44,35,1,1,0.4321
SIM0267,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,,Jackson,,2011-12 New York Knicks,1971-72 New York Knicks,82,88,36,46,2,0,0.201
SIM0268,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,,Jackson,,1976-77 Philadelphia 76ers,1997-98 Chicago Bulls,89,94,26,44,2,0,0.2086
SIM0269,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,,Sam,,2010-11 Chicago Bulls,2006-07 Cleveland Cavaliers,89,86,38,43,2,0,0.3559
SIM0270,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,,Paul,,2007-08 Denver Nuggets,2009-10 Portland Trail Blazers,85,82,42,39,1,1,0.624
SIM0271,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,,Brian,,1993-94 Houston Rockets,2006-07 Cleveland Cavaliers,92,86,39,17,1,1,0.8515
SIM0272,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Max,,Ben,,1976-77 Philadelphia 76ers,2015-16 Cleveland Cavaliers,89,93,37,40,2,0,0.4992
SIM0273,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,,Max,,2018-19 Toronto Raptors,2005-06 Memphis Grizzlies,93,77,38,14,1,1,0.6372
SIM0274,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,,Ryan,,1993-94 Houston Rockets,2012-13 Miami Heat,92,94,28,44,2,0,0.5679
SIM0275,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,,Ben,,1991-92 Chicago Bulls,2000-01 Los Angeles Lakers,95,96,44,38,1,1,0.4428
SIM0276,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,,Ryan,,1993-94 Houston Rockets,2016-17 Golden State Warriors,92,98,28,47,2,0,0.3437
SIM0277,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,,Ben,,1986-87 Los Angeles Lakers,2003-04 Detroit Pistons,96,92,31,59,2,0,0.3252
SIM0278,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Max,,Ryan,,2011-12 New York Knicks,2003-04 Detroit Pistons,82,92,43,37,1,1,0.5663
SIM0279,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ryan,,Brian,,1970-71 Milwaukee Bucks,1985-86 Boston Celtics,94,96,50,36,1,1,0.6122
SIM0280,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,,Dbart,,2013-14 Indiana Pacers,2018-19 Toronto Raptors,88,93,39,36,1,1,0.5785
SIM0281,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,,Max,,2010-11 Chicago Bulls,1991-92 Chicago Bulls,89,95,32,44,2,0,0.3036
SIM0282,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,,Brian,,2006-07 Golden State Warriors,2010-11 Chicago Bulls,83,89,44,30,1,1,0.654
SIM0283,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,,Jackson,,2005-06 Miami Heat,1976-77 Philadelphia 76ers,90,89,25,45,2,0,0.225
SIM0284,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,,Ben,,2000-01 Los Angeles Lakers,1991-92 Chicago Bulls,96,95,39,53,2,0,0.2953
SIM0285,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Max,,Corwin,,2003-04 Detroit Pistons,1997-98 Chicago Bulls,92,94,41,34,1,1,0.7324
SIM0286,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,,Max,,2005-06 Miami Heat,2013-14 San Antonio Spurs,90,94,32,47,2,0,0.3651
SIM0287,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,,Sam,,2011-12 Oklahoma City Thunder,2005-06 Memphis Grizzlies,91,77,42,45,2,0,0.4345
SIM0288,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,,Paul,,2012-13 Miami Heat,2015-16 Cleveland Cavaliers,94,93,46,40,1,1,0.5572
SIM0289,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ryan,,Corwin,,1991-92 Chicago Bulls,1985-86 Atlanta Hawks,95,85,42,24,1,1,0.6971
SIM0290,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,,Ben,,1971-72 New York Knicks,2007-08 Denver Nuggets,88,85,49,51,2,0,0.315
SIM0291,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,,Dbart,,1993-94 Houston Rockets,2018-19 Toronto Raptors,92,93,43,44,2,0,0.4428
SIM0292,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,,Dbart,,2013-14 Indiana Pacers,1970-71 Milwaukee Bucks,88,94,23,26,2,0,0.5217
SIM0293,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,,Sam,,2000-01 Los Angeles Lakers,1991-92 Chicago Bulls,96,95,41,43,2,0,0.5572
SIM0294,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,,Jackson,,1985-86 Boston Celtics,2011-12 Oklahoma City Thunder,96,91,38,49,2,0,0.2959
SIM0295,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Max,,Dbart,,2005-06 Memphis Grizzlies,2006-07 Cleveland Cavaliers,77,86,30,43,2,0,0.6217
SIM0296,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Max,,Sam,,2011-12 Oklahoma City Thunder,2010-11 Chicago Bulls,91,89,47,44,1,1,0.613
SIM0297,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,,Sam,,2013-14 Indiana Pacers,2013-14 San Antonio Spurs,88,94,45,43,1,1,0.5671
SIM0298,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,,Brian,,1976-77 Philadelphia 76ers,2010-11 Dallas Mavericks,89,91,40,31,1,1,0.5679
SIM0299,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,,Dbart,,2005-06 Miami Heat,1986-87 Los Angeles Lakers,90,96,50,46,1,1,0.3862
SIM0300,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,,Jackson,,2003-04 Detroit Pistons,2018-19 Toronto Raptors,92,93,25,35,2,0,0.3981
SIM0301,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,,Sam,,2009-10 Portland Trail Blazers,2006-07 Golden State Warriors,82,83,34,28,1,1,0.5341
SIM0302,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,,Brian,,2005-06 Miami Heat,2007-08 Denver Nuggets,90,85,44,17,1,1,0.7245
SIM0303,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,,Corwin,,2007-08 Denver Nuggets,2010-11 Dallas Mavericks,85,91,40,39,1,1,0.5671
SIM0304,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Max,,Corwin,,2013-14 Indiana Pacers,2009-10 Portland Trail Blazers,88,82,59,33,1,1,0.799
SIM0305,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,,Ryan,,2010-11 Chicago Bulls,2006-07 Golden State Warriors,89,83,37,28,1,1,0.6563
SIM0306,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,,Brian,,2010-11 Dallas Mavericks,1997-98 Chicago Bulls,91,94,44,30,1,1,0.685
SIM0307,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,,Jackson,,1976-77 Philadelphia 76ers,2011-12 Oklahoma City Thunder,89,91,36,57,2,0,0.2015
SIM0308,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,,Max,,1986-87 Los Angeles Lakers,2009-10 Portland Trail Blazers,96,82,41,54,2,0,0.5258
SIM0309,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,,Sam,,2013-14 San Antonio Spurs,1985-86 Atlanta Hawks,94,85,38,39,2,0,0.4675
SIM0310,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,,Brian,,2016-17 Golden State Warriors,2009-10 Portland Trail Blazers,98,82,38,28,1,1,0.9014
SIM0311,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,,Jackson,,2005-06 Memphis Grizzlies,2015-16 Cleveland Cavaliers,77,93,15,39,2,0,0.0986
SIM0312,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,,Ryan,,2018-19 Toronto Raptors,2013-14 Indiana Pacers,93,88,57,37,1,1,0.7595
SIM0313,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,,Max,,2012-13 Miami Heat,2000-01 Los Angeles Lakers,94,96,40,35,1,1,0.2327
SIM0314,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,,Ryan,,2007-08 Denver Nuggets,2011-12 New York Knicks,85,82,37,35,1,1,0.4892
SIM0315,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ryan,,Brian,,2011-12 Oklahoma City Thunder,1993-94 Houston Rockets,91,92,47,23,1,1,0.6232
SIM0316,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,,Brian,,2005-06 Memphis Grizzlies,2013-14 Indiana Pacers,77,88,42,52,2,0,0.4182
SIM0317,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,,Jackson,,1997-98 Chicago Bulls,1985-86 Boston Celtics,94,96,29,25,1,1,0.2327
SIM0318,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ryan,,Ben,,1971-72 New York Knicks,1976-77 Philadelphia 76ers,88,89,37,41,2,0,0.3551
SIM0319,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,,Ben,,2015-16 Cleveland Cavaliers,2009-10 Portland Trail Blazers,93,82,38,43,2,0,0.3574
SIM0320,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,,Ben,,2010-11 Dallas Mavericks,2015-16 Golden State Warriors,91,95,42,26,1,1,0.5449
SIM0321,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,,Dbart,,2016-17 Golden State Warriors,2013-14 Indiana Pacers,98,88,44,35,1,1,0.5704
SIM0322,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,,Ryan,,1976-77 Philadelphia 76ers,1986-87 Los Angeles Lakers,89,96,26,32,2,0,0.4642
SIM0323,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,,Ryan,,2013-14 San Antonio Spurs,1997-98 Chicago Bulls,94,94,37,36,1,1,0.4093
SIM0324,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,,Ben,,2007-08 Denver Nuggets,2013-14 San Antonio Spurs,85,94,35,39,2,0,0.4867
SIM0325,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,,Brian,,2006-07 Cleveland Cavaliers,2011-12 Oklahoma City Thunder,86,91,32,37,2,0,0.6225
SIM0326,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Max,,Sam,,1993-94 Houston Rockets,1970-71 Milwaukee Bucks,92,94,46,36,1,1,0.5679
SIM0327,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,,Jackson,,2012-13 Miami Heat,2006-07 Golden State Warriors,94,83,37,29,1,1,0.5366
SIM0328,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,,Ben,,1985-86 Boston Celtics,1997-98 Chicago Bulls,96,94,40,49,2,0,0.3452
SIM0329,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,,Corwin,,2011-12 Oklahoma City Thunder,2009-10 Portland Trail Blazers,91,82,58,28,1,1,0.7919
SIM0330,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ryan,,Dbart,,1995-96 Chicago Bulls,2009-10 Portland Trail Blazers,97,82,35,40,2,0,0.7075
SIM0331,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,,Corwin,,2000-01 Los Angeles Lakers,1993-94 Houston Rockets,96,92,52,38,1,1,0.6763
SIM0332,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,,Jackson,,2015-16 Golden State Warriors,2009-10 Portland Trail Blazers,95,82,27,47,2,0,0.4684
SIM0333,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,,Ben,,2013-14 San Antonio Spurs,2011-12 Oklahoma City Thunder,94,91,41,39,1,1,0.3559
SIM0334,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ryan,,Ben,,1985-86 Atlanta Hawks,1986-87 Los Angeles Lakers,85,96,36,44,2,0,0.2567
SIM0335,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ryan,,Max,,2005-06 Memphis Grizzlies,1985-86 Atlanta Hawks,77,85,29,30,2,0,0.2485
SIM0336,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,,Jackson,,2009-10 Portland Trail Blazers,2012-13 Miami Heat,82,94,29,61,2,0,0.1598
SIM0337,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,,Ben,,1991-92 Chicago Bulls,1993-94 Houston Rockets,95,92,37,43,2,0,0.2769
SIM0338,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,,Brian,,1971-72 New York Knicks,2015-16 Golden State Warriors,88,95,40,39,1,1,0.7577
SIM0339,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,,Brian,,1976-77 Philadelphia 76ers,2012-13 Miami Heat,89,94,44,33,1,1,0.5333
SIM0340,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,,Brian,,1970-71 Milwaukee Bucks,2015-16 Cleveland Cavaliers,94,93,37,33,1,1,0.8196
SIM0341,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,,Brian,,2010-11 Chicago Bulls,2015-16 Cleveland Cavaliers,89,93,39,42,2,0,0.7137
SIM0342,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,,Ben,,2010-11 Chicago Bulls,2016-17 Golden State Warriors,89,98,27,36,2,0,0.3129
SIM0343,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Max,,Ben,,2010-11 Dallas Mavericks,2003-04 Detroit Pistons,91,92,42,28,1,1,0.5341
SIM0344,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,,Max,,2007-08 Denver Nuggets,1997-98 Chicago Bulls,85,94,39,46,2,0,0.1795
SIM0345,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,,Dbart,,2000-01 Los Angeles Lakers,1970-71 Milwaukee Bucks,96,94,36,46,2,0,0.4775
SIM0346,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,,Brian,,1991-92 Chicago Bulls,2015-16 Golden State Warriors,95,95,47,35,1,1,0.5457
SIM0347,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Max,,Dbart,,2005-06 Miami Heat,1971-72 New York Knicks,90,88,61,45,1,1,0.733
SIM0348,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,,Brian,,2006-07 Cleveland Cavaliers,2007-08 Denver Nuggets,86,85,49,31,1,1,0.7238
SIM0349,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Max,,Ben,,2005-06 Miami Heat,2007-08 Denver Nuggets,90,85,42,22,1,1,0.6027
SIM0350,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,,Sam,,2018-19 Toronto Raptors,2005-06 Memphis Grizzlies,93,77,41,49,2,0,0.4576
SIM0351,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,,Jackson,,2010-11 Chicago Bulls,2018-19 Toronto Raptors,89,93,25,41,2,0,0.3237
SIM0352,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,,Paul,,2012-13 Miami Heat,1991-92 Chicago Bulls,94,95,36,53,2,0,0.3551
SIM0353,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,,Dbart,,1995-96 Chicago Bulls,1986-87 Los Angeles Lakers,97,96,27,36,2,0,0.6449
SIM0354,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,,Corwin,,2015-16 Cleveland Cavaliers,1985-86 Atlanta Hawks,93,85,37,40,2,0,0.5474
SIM0355,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ryan,,Dbart,,2018-19 Toronto Raptors,2013-14 San Antonio Spurs,93,94,25,30,2,0,0.5341
SIM0356,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,,Dbart,,2007-08 Denver Nuggets,1971-72 New York Knicks,85,88,38,49,2,0,0.6011
SIM0357,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,,Paul,,1985-86 Boston Celtics,1985-86 Atlanta Hawks,96,85,45,41,1,1,0.4452
SIM0358,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,,Dbart,,1986-87 Los Angeles Lakers,2000-01 Los Angeles Lakers,96,96,35,42,2,0,0.5907
SIM0359,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,,Dbart,,2013-14 Indiana Pacers,2007-08 Boston Celtics,88,94,43,34,1,1,0.6942
SIM0360,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Max,,Brian,,2006-07 Golden State Warriors,2013-14 Indiana Pacers,83,88,50,33,1,1,0.7408
SIM0361,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,,Brian,,1971-72 New York Knicks,2006-07 Golden State Warriors,88,83,51,38,1,1,0.7595
SIM0362,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,,Ryan,,2013-14 Indiana Pacers,1997-98 Chicago Bulls,88,94,24,52,2,0,0.3862
SIM0363,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,,Brian,,2015-16 Cleveland Cavaliers,1991-92 Chicago Bulls,93,95,37,35,1,1,0.6949
SIM0364,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,,Paul,,1985-86 Atlanta Hawks,2003-04 Detroit Pistons,85,92,37,42,2,0,0.6003
SIM0365,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,,Ryan,,2011-12 New York Knicks,1985-86 Atlanta Hawks,82,85,45,43,1,1,0.6011
SIM0366,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Max,,Jackson,,1970-71 Milwaukee Bucks,2007-08 Denver Nuggets,94,85,55,39,1,1,0.5589
SIM0367,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,,Max,,2013-14 Indiana Pacers,2007-08 Denver Nuggets,88,85,35,51,2,0,0.2417
SIM0368,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,,Dbart,,2005-06 Memphis Grizzlies,1985-86 Atlanta Hawks,77,85,52,38,1,1,0.5441
SIM0369,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,,Dbart,,1991-92 Chicago Bulls,1970-71 Milwaukee Bucks,95,94,38,31,1,1,0.6857
SIM0370,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,,Ben,,1997-98 Chicago Bulls,2000-01 Los Angeles Lakers,94,96,31,45,2,0,0.2327
SIM0371,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,,Paul,,2007-08 Boston Celtics,2011-12 Oklahoma City Thunder,94,91,37,34,1,1,0.4436
SIM0372,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,,Corwin,,1997-98 Chicago Bulls,2011-12 New York Knicks,94,82,45,37,1,1,0.5931
SIM0373,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Max,,Brian,,1993-94 Houston Rockets,1985-86 Atlanta Hawks,92,85,52,23,1,1,0.8334
SIM0374,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,,Ryan,,2003-04 Detroit Pistons,2005-06 Memphis Grizzlies,92,77,63,40,1,1,0.8343
SIM0375,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,,Paul,,2006-07 Golden State Warriors,1985-86 Atlanta Hawks,83,85,28,43,2,0,0.387
SIM0376,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Max,,Paul,,2010-11 Chicago Bulls,2005-06 Miami Heat,89,90,50,37,1,1,0.6232
SIM0377,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,,Brian,,2006-07 Golden State Warriors,1976-77 Philadelphia 76ers,83,89,48,23,1,1,0.7661
SIM0378,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,,Jackson,,2018-19 Toronto Raptors,2006-07 Cleveland Cavaliers,93,86,43,31,1,1,0.3158
SIM0379,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,,Sam,,2015-16 Golden State Warriors,1970-71 Milwaukee Bucks,95,94,33,53,2,0,0.3768
SIM0380,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,,Dbart,,2007-08 Boston Celtics,2003-04 Detroit Pistons,94,92,33,34,2,0,0.613
SIM0381,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,,Sam,,1991-92 Chicago Bulls,2009-10 Portland Trail Blazers,95,82,34,23,1,1,0.5142
SIM0382,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,,Sam,,1970-71 Milwaukee Bucks,2010-11 Chicago Bulls,94,89,42,38,1,1,0.6027
SIM0383,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,,Brian,,2005-06 Memphis Grizzlies,2009-10 Portland Trail Blazers,77,82,42,45,2,0,0.6225
SIM0384,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,,Max,,1985-86 Boston Celtics,2012-13 Miami Heat,96,94,37,50,2,0,0.3051
SIM0385,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ryan,,Max,,2007-08 Boston Celtics,2011-12 New York Knicks,94,82,39,47,2,0,0.4568
SIM0386,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Max,,Dbart,,1997-98 Chicago Bulls,2015-16 Cleveland Cavaliers,94,93,39,43,2,0,0.7238
SIM0387,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,,Brian,,2009-10 Portland Trail Blazers,1976-77 Philadelphia 76ers,82,89,45,24,1,1,0.7577
SIM0388,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,,Ryan,,1995-96 Chicago Bulls,1993-94 Houston Rockets,97,92,44,32,1,1,0.7595
SIM0389,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,,Jackson,,2005-06 Miami Heat,1991-92 Chicago Bulls,90,95,21,40,2,0,0.1545
SIM0390,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,,Brian,,1997-98 Chicago Bulls,2011-12 Oklahoma City Thunder,94,91,44,31,1,1,0.8329
